midnight,midnightUTCOffset,dawn,dawnUTCOffset,sunrise,sunriseUTCOffset,sunset,sunsetUTCOffset,dusk,duskUTCOffset
2020-05-10 00:00:00-03:00,-3,2020-05-10 06:21:10-03:00,-3,2020-05-10 06:45:43-03:00,-3,2020-05-10 17:36:51-03:00,-3,2020-05-10 18:01:24-03:00,-3
2020-05-11 00:00:00-03:00,-3,2020-05-11 06:21:42-03:00,-3,2020-05-11 06:46:17-03:00,-3,2020-05-11 17:36:15-03:00,-3,2020-05-11 18:00:50-03:00,-3
2020-05-12 00:00:00-03:00,-3,2020-05-12 06:22:14-03:00,-3,2020-05-12 06:46:52-03:00,-3,2020-05-12 17:35:40-03:00,-3,2020-05-12 18:00:17-03:00,-3
2020-05-13 00:00:00-03:00,-3,2020-05-13 06:22:47-03:00,-3,2020-05-13 06:47:27-03:00,-3,2020-05-13 17:35:06-03:00,-3,2020-05-13 17:59:46-03:00,-3
2020-05-14 00:00:00-03:00,-3,2020-05-14 06:23:19-03:00,-3,2020-05-14 06:48:01-03:00,-3,2020-05-14 17:34:33-03:00,-3,2020-05-14 17:59:16-03:00,-3
2020-05-15 00:00:00-03:00,-3,2020-05-15 06:23:51-03:00,-3,2020-05-15 06:48:36-03:00,-3,2020-05-15 17:34:01-03:00,-3,2020-05-15 17:58:46-03:00,-3
2020-05-16 00:00:00-03:00,-3,2020-05-16 06:24:22-03:00,-3,2020-05-16 06:49:10-03:00,-3,2020-05-16 17:33:31-03:00,-3,2020-05-16 17:58:18-03:00,-3
2020-05-17 00:00:00-03:00,-3,2020-05-17 06:24:54-03:00,-3,2020-05-17 06:49:44-03:00,-3,2020-05-17 17:33:02-03:00,-3,2020-05-17 17:57:52-03:00,-3
2020-05-18 00:00:00-03:00,-3,2020-05-18 06:25:26-03:00,-3,2020-05-18 06:50:18-03:00,-3,2020-05-18 17:32:34-03:00,-3,2020-05-18 17:57:26-03:00,-3
2020-05-19 00:00:00-03:00,-3,2020-05-19 06:25:57-03:00,-3,2020-05-19 06:50:52-03:00,-3,2020-05-19 17:32:07-03:00,-3,2020-05-19 17:57:02-03:00,-3
2020-05-20 00:00:00-03:00,-3,2020-05-20 06:26:29-03:00,-3,2020-05-20 06:51:26-03:00,-3,2020-05-20 17:31:41-03:00,-3,2020-05-20 17:56:38-03:00,-3
2020-05-21 00:00:00-03:00,-3,2020-05-21 06:27:00-03:00,-3,2020-05-21 06:51:59-03:00,-3,2020-05-21 17:31:17-03:00,-3,2020-05-21 17:56:16-03:00,-3
2020-05-22 00:00:00-03:00,-3,2020-05-22 06:27:30-03:00,-3,2020-05-22 06:52:32-03:00,-3,2020-05-22 17:30:53-03:00,-3,2020-05-22 17:55:55-03:00,-3
2020-05-23 00:00:00-03:00,-3,2020-05-23 06:28:01-03:00,-3,2020-05-23 06:53:05-03:00,-3,2020-05-23 17:30:31-03:00,-3,2020-05-23 17:55:35-03:00,-3
2020-05-24 00:00:00-03:00,-3,2020-05-24 06:28:31-03:00,-3,2020-05-24 06:53:37-03:00,-3,2020-05-24 17:30:11-03:00,-3,2020-05-24 17:55:17-03:00,-3
2020-05-25 00:00:00-03:00,-3,2020-05-25 06:29:01-03:00,-3,2020-05-25 06:54:10-03:00,-3,2020-05-25 17:29:51-03:00,-3,2020-05-25 17:55:00-03:00,-3
2020-05-26 00:00:00-03:00,-3,2020-05-26 06:29:31-03:00,-3,2020-05-26 06:54:41-03:00,-3,2020-05-26 17:29:33-03:00,-3,2020-05-26 17:54:43-03:00,-3
2020-05-27 00:00:00-03:00,-3,2020-05-27 06:30:00-03:00,-3,2020-05-27 06:55:13-03:00,-3,2020-05-27 17:29:16-03:00,-3,2020-05-27 17:54:28-03:00,-3
2020-05-28 00:00:00-03:00,-3,2020-05-28 06:30:29-03:00,-3,2020-05-28 06:55:44-03:00,-3,2020-05-28 17:29:00-03:00,-3,2020-05-28 17:54:15-03:00,-3
2020-05-29 00:00:00-03:00,-3,2020-05-29 06:30:58-03:00,-3,2020-05-29 06:56:14-03:00,-3,2020-05-29 17:28:46-03:00,-3,2020-05-29 17:54:02-03:00,-3
2020-05-30 00:00:00-03:00,-3,2020-05-30 06:31:26-03:00,-3,2020-05-30 06:56:44-03:00,-3,2020-05-30 17:28:32-03:00,-3,2020-05-30 17:53:51-03:00,-3
2020-05-31 00:00:00-03:00,-3,2020-05-31 06:31:53-03:00,-3,2020-05-31 06:57:13-03:00,-3,2020-05-31 17:28:20-03:00,-3,2020-05-31 17:53:40-03:00,-3
2020-06-01 00:00:00-03:00,-3,2020-06-01 06:32:20-03:00,-3,2020-06-01 06:57:42-03:00,-3,2020-06-01 17:28:09-03:00,-3,2020-06-01 17:53:31-03:00,-3
2020-06-02 00:00:00-03:00,-3,2020-06-02 06:32:47-03:00,-3,2020-06-02 06:58:11-03:00,-3,2020-06-02 17:28:00-03:00,-3,2020-06-02 17:53:23-03:00,-3
2020-06-03 00:00:00-03:00,-3,2020-06-03 06:33:13-03:00,-3,2020-06-03 06:58:38-03:00,-3,2020-06-03 17:27:51-03:00,-3,2020-06-03 17:53:16-03:00,-3
2020-06-04 00:00:00-03:00,-3,2020-06-04 06:33:39-03:00,-3,2020-06-04 06:59:05-03:00,-3,2020-06-04 17:27:44-03:00,-3,2020-06-04 17:53:11-03:00,-3
2020-06-05 00:00:00-03:00,-3,2020-06-05 06:34:04-03:00,-3,2020-06-05 06:59:32-03:00,-3,2020-06-05 17:27:38-03:00,-3,2020-06-05 17:53:06-03:00,-3
2020-06-06 00:00:00-03:00,-3,2020-06-06 06:34:28-03:00,-3,2020-06-06 06:59:58-03:00,-3,2020-06-06 17:27:33-03:00,-3,2020-06-06 17:53:03-03:00,-3
2020-06-07 00:00:00-03:00,-3,2020-06-07 06:34:52-03:00,-3,2020-06-07 07:00:23-03:00,-3,2020-06-07 17:27:30-03:00,-3,2020-06-07 17:53:01-03:00,-3
2020-06-08 00:00:00-03:00,-3,2020-06-08 06:35:15-03:00,-3,2020-06-08 07:00:47-03:00,-3,2020-06-08 17:27:28-03:00,-3,2020-06-08 17:53:00-03:00,-3
2020-06-09 00:00:00-03:00,-3,2020-06-09 06:35:37-03:00,-3,2020-06-09 07:01:10-03:00,-3,2020-06-09 17:27:26-03:00,-3,2020-06-09 17:53:00-03:00,-3
2020-06-10 00:00:00-03:00,-3,2020-06-10 06:35:59-03:00,-3,2020-06-10 07:01:33-03:00,-3,2020-06-10 17:27:26-03:00,-3,2020-06-10 17:53:01-03:00,-3
2020-06-11 00:00:00-03:00,-3,2020-06-11 06:36:20-03:00,-3,2020-06-11 07:01:55-03:00,-3,2020-06-11 17:27:28-03:00,-3,2020-06-11 17:53:03-03:00,-3
2020-06-12 00:00:00-03:00,-3,2020-06-12 06:36:40-03:00,-3,2020-06-12 07:02:16-03:00,-3,2020-06-12 17:27:30-03:00,-3,2020-06-12 17:53:06-03:00,-3
2020-06-13 00:00:00-03:00,-3,2020-06-13 06:36:59-03:00,-3,2020-06-13 07:02:36-03:00,-3,2020-06-13 17:27:33-03:00,-3,2020-06-13 17:53:10-03:00,-3
2020-06-14 00:00:00-03:00,-3,2020-06-14 06:37:18-03:00,-3,2020-06-14 07:02:55-03:00,-3,2020-06-14 17:27:38-03:00,-3,2020-06-14 17:53:16-03:00,-3
2020-06-15 00:00:00-03:00,-3,2020-06-15 06:37:36-03:00,-3,2020-06-15 07:03:14-03:00,-3,2020-06-15 17:27:44-03:00,-3,2020-06-15 17:53:22-03:00,-3
2020-06-16 00:00:00-03:00,-3,2020-06-16 06:37:52-03:00,-3,2020-06-16 07:03:31-03:00,-3,2020-06-16 17:27:51-03:00,-3,2020-06-16 17:53:29-03:00,-3
2020-06-17 00:00:00-03:00,-3,2020-06-17 06:38:08-03:00,-3,2020-06-17 07:03:48-03:00,-3,2020-06-17 17:27:58-03:00,-3,2020-06-17 17:53:38-03:00,-3
2020-06-18 00:00:00-03:00,-3,2020-06-18 06:38:24-03:00,-3,2020-06-18 07:04:03-03:00,-3,2020-06-18 17:28:07-03:00,-3,2020-06-18 17:53:47-03:00,-3
2020-06-19 00:00:00-03:00,-3,2020-06-19 06:38:38-03:00,-3,2020-06-19 07:04:17-03:00,-3,2020-06-19 17:28:17-03:00,-3,2020-06-19 17:53:57-03:00,-3
2020-06-20 00:00:00-03:00,-3,2020-06-20 06:38:51-03:00,-3,2020-06-20 07:04:31-03:00,-3,2020-06-20 17:28:28-03:00,-3,2020-06-20 17:54:08-03:00,-3
2020-06-21 00:00:00-03:00,-3,2020-06-21 06:39:03-03:00,-3,2020-06-21 07:04:43-03:00,-3,2020-06-21 17:28:41-03:00,-3,2020-06-21 17:54:20-03:00,-3
2020-06-22 00:00:00-03:00,-3,2020-06-22 06:39:15-03:00,-3,2020-06-22 07:04:54-03:00,-3,2020-06-22 17:28:54-03:00,-3,2020-06-22 17:54:33-03:00,-3
2020-06-23 00:00:00-03:00,-3,2020-06-23 06:39:25-03:00,-3,2020-06-23 07:05:05-03:00,-3,2020-06-23 17:29:08-03:00,-3,2020-06-23 17:54:47-03:00,-3
2020-06-24 00:00:00-03:00,-3,2020-06-24 06:39:34-03:00,-3,2020-06-24 07:05:14-03:00,-3,2020-06-24 17:29:23-03:00,-3,2020-06-24 17:55:02-03:00,-3
2020-06-25 00:00:00-03:00,-3,2020-06-25 06:39:43-03:00,-3,2020-06-25 07:05:21-03:00,-3,2020-06-25 17:29:39-03:00,-3,2020-06-25 17:55:17-03:00,-3
2020-06-26 00:00:00-03:00,-3,2020-06-26 06:39:50-03:00,-3,2020-06-26 07:05:28-03:00,-3,2020-06-26 17:29:55-03:00,-3,2020-06-26 17:55:34-03:00,-3
2020-06-27 00:00:00-03:00,-3,2020-06-27 06:39:56-03:00,-3,2020-06-27 07:05:34-03:00,-3,2020-06-27 17:30:13-03:00,-3,2020-06-27 17:55:51-03:00,-3
2020-06-28 00:00:00-03:00,-3,2020-06-28 06:40:01-03:00,-3,2020-06-28 07:05:38-03:00,-3,2020-06-28 17:30:32-03:00,-3,2020-06-28 17:56:09-03:00,-3
2020-06-29 00:00:00-03:00,-3,2020-06-29 06:40:05-03:00,-3,2020-06-29 07:05:42-03:00,-3,2020-06-29 17:30:51-03:00,-3,2020-06-29 17:56:27-03:00,-3
2020-06-30 00:00:00-03:00,-3,2020-06-30 06:40:08-03:00,-3,2020-06-30 07:05:44-03:00,-3,2020-06-30 17:31:11-03:00,-3,2020-06-30 17:56:47-03:00,-3
2020-07-01 00:00:00-03:00,-3,2020-07-01 06:40:10-03:00,-3,2020-07-01 07:05:45-03:00,-3,2020-07-01 17:31:32-03:00,-3,2020-07-01 17:57:07-03:00,-3
2020-07-02 00:00:00-03:00,-3,2020-07-02 06:40:11-03:00,-3,2020-07-02 07:05:44-03:00,-3,2020-07-02 17:31:54-03:00,-3,2020-07-02 17:57:27-03:00,-3
2020-07-03 00:00:00-03:00,-3,2020-07-03 06:40:10-03:00,-3,2020-07-03 07:05:43-03:00,-3,2020-07-03 17:32:16-03:00,-3,2020-07-03 17:57:49-03:00,-3
2020-07-04 00:00:00-03:00,-3,2020-07-04 06:40:08-03:00,-3,2020-07-04 07:05:40-03:00,-3,2020-07-04 17:32:39-03:00,-3,2020-07-04 17:58:11-03:00,-3
2020-07-05 00:00:00-03:00,-3,2020-07-05 06:40:06-03:00,-3,2020-07-05 07:05:36-03:00,-3,2020-07-05 17:33:03-03:00,-3,2020-07-05 17:58:33-03:00,-3
2020-07-06 00:00:00-03:00,-3,2020-07-06 06:40:02-03:00,-3,2020-07-06 07:05:30-03:00,-3,2020-07-06 17:33:28-03:00,-3,2020-07-06 17:58:56-03:00,-3
2020-07-07 00:00:00-03:00,-3,2020-07-07 06:39:57-03:00,-3,2020-07-07 07:05:24-03:00,-3,2020-07-07 17:33:53-03:00,-3,2020-07-07 17:59:20-03:00,-3
2020-07-08 00:00:00-03:00,-3,2020-07-08 06:39:50-03:00,-3,2020-07-08 07:05:16-03:00,-3,2020-07-08 17:34:19-03:00,-3,2020-07-08 17:59:44-03:00,-3
2020-07-09 00:00:00-03:00,-3,2020-07-09 06:39:43-03:00,-3,2020-07-09 07:05:07-03:00,-3,2020-07-09 17:34:45-03:00,-3,2020-07-09 18:00:09-03:00,-3
2020-07-10 00:00:00-03:00,-3,2020-07-10 06:39:34-03:00,-3,2020-07-10 07:04:56-03:00,-3,2020-07-10 17:35:12-03:00,-3,2020-07-10 18:00:34-03:00,-3
2020-07-11 00:00:00-03:00,-3,2020-07-11 06:39:24-03:00,-3,2020-07-11 07:04:45-03:00,-3,2020-07-11 17:35:39-03:00,-3,2020-07-11 18:01:00-03:00,-3
2020-07-12 00:00:00-03:00,-3,2020-07-12 06:39:13-03:00,-3,2020-07-12 07:04:32-03:00,-3,2020-07-12 17:36:07-03:00,-3,2020-07-12 18:01:26-03:00,-3
2020-07-13 00:00:00-03:00,-3,2020-07-13 06:39:00-03:00,-3,2020-07-13 07:04:18-03:00,-3,2020-07-13 17:36:35-03:00,-3,2020-07-13 18:01:52-03:00,-3
2020-07-14 00:00:00-03:00,-3,2020-07-14 06:38:47-03:00,-3,2020-07-14 07:04:02-03:00,-3,2020-07-14 17:37:04-03:00,-3,2020-07-14 18:02:19-03:00,-3
2020-07-15 00:00:00-03:00,-3,2020-07-15 06:38:32-03:00,-3,2020-07-15 07:03:45-03:00,-3,2020-07-15 17:37:33-03:00,-3,2020-07-15 18:02:46-03:00,-3
2020-07-16 00:00:00-03:00,-3,2020-07-16 06:38:16-03:00,-3,2020-07-16 07:03:27-03:00,-3,2020-07-16 17:38:02-03:00,-3,2020-07-16 18:03:14-03:00,-3
2020-07-17 00:00:00-03:00,-3,2020-07-17 06:37:59-03:00,-3,2020-07-17 07:03:08-03:00,-3,2020-07-17 17:38:32-03:00,-3,2020-07-17 18:03:41-03:00,-3
2020-07-18 00:00:00-03:00,-3,2020-07-18 06:37:40-03:00,-3,2020-07-18 07:02:47-03:00,-3,2020-07-18 17:39:02-03:00,-3,2020-07-18 18:04:09-03:00,-3
2020-07-19 00:00:00-03:00,-3,2020-07-19 06:37:21-03:00,-3,2020-07-19 07:02:25-03:00,-3,2020-07-19 17:39:33-03:00,-3,2020-07-19 18:04:38-03:00,-3
2020-07-20 00:00:00-03:00,-3,2020-07-20 06:37:00-03:00,-3,2020-07-20 07:02:02-03:00,-3,2020-07-20 17:40:03-03:00,-3,2020-07-20 18:05:06-03:00,-3
2020-07-21 00:00:00-03:00,-3,2020-07-21 06:36:37-03:00,-3,2020-07-21 07:01:38-03:00,-3,2020-07-21 17:40:34-03:00,-3,2020-07-21 18:05:35-03:00,-3
2020-07-22 00:00:00-03:00,-3,2020-07-22 06:36:14-03:00,-3,2020-07-22 07:01:12-03:00,-3,2020-07-22 17:41:05-03:00,-3,2020-07-22 18:06:04-03:00,-3
2020-07-23 00:00:00-03:00,-3,2020-07-23 06:35:49-03:00,-3,2020-07-23 07:00:45-03:00,-3,2020-07-23 17:41:37-03:00,-3,2020-07-23 18:06:33-03:00,-3
2020-07-24 00:00:00-03:00,-3,2020-07-24 06:35:24-03:00,-3,2020-07-24 07:00:17-03:00,-3,2020-07-24 17:42:08-03:00,-3,2020-07-24 18:07:02-03:00,-3
2020-07-25 00:00:00-03:00,-3,2020-07-25 06:34:57-03:00,-3,2020-07-25 06:59:48-03:00,-3,2020-07-25 17:42:40-03:00,-3,2020-07-25 18:07:31-03:00,-3
2020-07-26 00:00:00-03:00,-3,2020-07-26 06:34:28-03:00,-3,2020-07-26 06:59:17-03:00,-3,2020-07-26 17:43:12-03:00,-3,2020-07-26 18:08:00-03:00,-3
2020-07-27 00:00:00-03:00,-3,2020-07-27 06:33:59-03:00,-3,2020-07-27 06:58:45-03:00,-3,2020-07-27 17:43:44-03:00,-3,2020-07-27 18:08:30-03:00,-3
2020-07-28 00:00:00-03:00,-3,2020-07-28 06:33:28-03:00,-3,2020-07-28 06:58:12-03:00,-3,2020-07-28 17:44:15-03:00,-3,2020-07-28 18:08:59-03:00,-3
2020-07-29 00:00:00-03:00,-3,2020-07-29 06:32:57-03:00,-3,2020-07-29 06:57:38-03:00,-3,2020-07-29 17:44:47-03:00,-3,2020-07-29 18:09:29-03:00,-3
2020-07-30 00:00:00-03:00,-3,2020-07-30 06:32:24-03:00,-3,2020-07-30 06:57:02-03:00,-3,2020-07-30 17:45:19-03:00,-3,2020-07-30 18:09:58-03:00,-3
2020-07-31 00:00:00-03:00,-3,2020-07-31 06:31:49-03:00,-3,2020-07-31 06:56:26-03:00,-3,2020-07-31 17:45:51-03:00,-3,2020-07-31 18:10:28-03:00,-3
2020-08-01 00:00:00-03:00,-3,2020-08-01 06:31:14-03:00,-3,2020-08-01 06:55:48-03:00,-3,2020-08-01 17:46:23-03:00,-3,2020-08-01 18:10:57-03:00,-3
2020-08-02 00:00:00-03:00,-3,2020-08-02 06:30:38-03:00,-3,2020-08-02 06:55:09-03:00,-3,2020-08-02 17:46:55-03:00,-3,2020-08-02 18:11:27-03:00,-3
2020-08-03 00:00:00-03:00,-3,2020-08-03 06:30:00-03:00,-3,2020-08-03 06:54:29-03:00,-3,2020-08-03 17:47:27-03:00,-3,2020-08-03 18:11:56-03:00,-3
2020-08-04 00:00:00-03:00,-3,2020-08-04 06:29:21-03:00,-3,2020-08-04 06:53:48-03:00,-3,2020-08-04 17:47:59-03:00,-3,2020-08-04 18:12:26-03:00,-3
2020-08-05 00:00:00-03:00,-3,2020-08-05 06:28:42-03:00,-3,2020-08-05 06:53:06-03:00,-3,2020-08-05 17:48:31-03:00,-3,2020-08-05 18:12:55-03:00,-3
2020-08-06 00:00:00-03:00,-3,2020-08-06 06:28:01-03:00,-3,2020-08-06 06:52:22-03:00,-3,2020-08-06 17:49:03-03:00,-3,2020-08-06 18:13:24-03:00,-3
2020-08-07 00:00:00-03:00,-3,2020-08-07 06:27:19-03:00,-3,2020-08-07 06:51:38-03:00,-3,2020-08-07 17:49:34-03:00,-3,2020-08-07 18:13:53-03:00,-3
2020-08-08 00:00:00-03:00,-3,2020-08-08 06:26:36-03:00,-3,2020-08-08 06:50:52-03:00,-3,2020-08-08 17:50:06-03:00,-3,2020-08-08 18:14:22-03:00,-3
2020-08-09 00:00:00-03:00,-3,2020-08-09 06:25:51-03:00,-3,2020-08-09 06:50:06-03:00,-3,2020-08-09 17:50:37-03:00,-3,2020-08-09 18:14:51-03:00,-3
2020-08-10 00:00:00-03:00,-3,2020-08-10 06:25:06-03:00,-3,2020-08-10 06:49:18-03:00,-3,2020-08-10 17:51:08-03:00,-3,2020-08-10 18:15:20-03:00,-3
2020-08-11 00:00:00-03:00,-3,2020-08-11 06:24:20-03:00,-3,2020-08-11 06:48:29-03:00,-3,2020-08-11 17:51:39-03:00,-3,2020-08-11 18:15:49-03:00,-3
2020-08-12 00:00:00-03:00,-3,2020-08-12 06:23:33-03:00,-3,2020-08-12 06:47:40-03:00,-3,2020-08-12 17:52:10-03:00,-3,2020-08-12 18:16:17-03:00,-3
2020-08-13 00:00:00-03:00,-3,2020-08-13 06:22:44-03:00,-3,2020-08-13 06:46:49-03:00,-3,2020-08-13 17:52:41-03:00,-3,2020-08-13 18:16:46-03:00,-3
2020-08-14 00:00:00-03:00,-3,2020-08-14 06:21:55-03:00,-3,2020-08-14 06:45:58-03:00,-3,2020-08-14 17:53:11-03:00,-3,2020-08-14 18:17:14-03:00,-3
2020-08-15 00:00:00-03:00,-3,2020-08-15 06:21:05-03:00,-3,2020-08-15 06:45:05-03:00,-3,2020-08-15 17:53:42-03:00,-3,2020-08-15 18:17:42-03:00,-3
2020-08-16 00:00:00-03:00,-3,2020-08-16 06:20:13-03:00,-3,2020-08-16 06:44:12-03:00,-3,2020-08-16 17:54:12-03:00,-3,2020-08-16 18:18:10-03:00,-3
2020-08-17 00:00:00-03:00,-3,2020-08-17 06:19:21-03:00,-3,2020-08-17 06:43:17-03:00,-3,2020-08-17 17:54:42-03:00,-3,2020-08-17 18:18:38-03:00,-3
2020-08-18 00:00:00-03:00,-3,2020-08-18 06:18:28-03:00,-3,2020-08-18 06:42:22-03:00,-3,2020-08-18 17:55:11-03:00,-3,2020-08-18 18:19:06-03:00,-3
2020-08-19 00:00:00-03:00,-3,2020-08-19 06:17:34-03:00,-3,2020-08-19 06:41:26-03:00,-3,2020-08-19 17:55:41-03:00,-3,2020-08-19 18:19:33-03:00,-3
2020-08-20 00:00:00-03:00,-3,2020-08-20 06:16:39-03:00,-3,2020-08-20 06:40:29-03:00,-3,2020-08-20 17:56:10-03:00,-3,2020-08-20 18:20:00-03:00,-3
2020-08-21 00:00:00-03:00,-3,2020-08-21 06:15:43-03:00,-3,2020-08-21 06:39:31-03:00,-3,2020-08-21 17:56:39-03:00,-3,2020-08-21 18:20:28-03:00,-3
2020-08-22 00:00:00-03:00,-3,2020-08-22 06:14:47-03:00,-3,2020-08-22 06:38:33-03:00,-3,2020-08-22 17:57:08-03:00,-3,2020-08-22 18:20:55-03:00,-3
2020-08-23 00:00:00-03:00,-3,2020-08-23 06:13:49-03:00,-3,2020-08-23 06:37:33-03:00,-3,2020-08-23 17:57:37-03:00,-3,2020-08-23 18:21:21-03:00,-3
2020-08-24 00:00:00-03:00,-3,2020-08-24 06:12:51-03:00,-3,2020-08-24 06:36:33-03:00,-3,2020-08-24 17:58:06-03:00,-3,2020-08-24 18:21:48-03:00,-3
2020-08-25 00:00:00-03:00,-3,2020-08-25 06:11:52-03:00,-3,2020-08-25 06:35:32-03:00,-3,2020-08-25 17:58:34-03:00,-3,2020-08-25 18:22:15-03:00,-3
2020-08-26 00:00:00-03:00,-3,2020-08-26 06:10:52-03:00,-3,2020-08-26 06:34:31-03:00,-3,2020-08-26 17:59:02-03:00,-3,2020-08-26 18:22:41-03:00,-3
2020-08-27 00:00:00-03:00,-3,2020-08-27 06:09:51-03:00,-3,2020-08-27 06:33:29-03:00,-3,2020-08-27 17:59:30-03:00,-3,2020-08-27 18:23:07-03:00,-3
2020-08-28 00:00:00-03:00,-3,2020-08-28 06:08:50-03:00,-3,2020-08-28 06:32:26-03:00,-3,2020-08-28 17:59:58-03:00,-3,2020-08-28 18:23:33-03:00,-3
2020-08-29 00:00:00-03:00,-3,2020-08-29 06:07:48-03:00,-3,2020-08-29 06:31:22-03:00,-3,2020-08-29 18:00:25-03:00,-3,2020-08-29 18:24:00-03:00,-3
2020-08-30 00:00:00-03:00,-3,2020-08-30 06:06:45-03:00,-3,2020-08-30 06:30:18-03:00,-3,2020-08-30 18:00:53-03:00,-3,2020-08-30 18:24:25-03:00,-3
2020-08-31 00:00:00-03:00,-3,2020-08-31 06:05:42-03:00,-3,2020-08-31 06:29:13-03:00,-3,2020-08-31 18:01:20-03:00,-3,2020-08-31 18:24:51-03:00,-3
2020-09-01 00:00:00-03:00,-3,2020-09-01 06:04:38-03:00,-3,2020-09-01 06:28:08-03:00,-3,2020-09-01 18:01:47-03:00,-3,2020-09-01 18:25:17-03:00,-3
2020-09-02 00:00:00-03:00,-3,2020-09-02 06:03:34-03:00,-3,2020-09-02 06:27:02-03:00,-3,2020-09-02 18:02:14-03:00,-3,2020-09-02 18:25:43-03:00,-3
2020-09-03 00:00:00-03:00,-3,2020-09-03 06:02:29-03:00,-3,2020-09-03 06:25:56-03:00,-3,2020-09-03 18:02:41-03:00,-3,2020-09-03 18:26:08-03:00,-3
2020-09-04 00:00:00-03:00,-3,2020-09-04 06:01:23-03:00,-3,2020-09-04 06:24:49-03:00,-3,2020-09-04 18:03:07-03:00,-3,2020-09-04 18:26:34-03:00,-3
2020-09-05 00:00:00-03:00,-3,2020-09-05 06:00:17-03:00,-3,2020-09-05 06:23:42-03:00,-3,2020-09-05 18:03:34-03:00,-3,2020-09-05 18:26:59-03:00,-3
2020-09-06 00:00:00-03:00,-3,2020-09-06 05:59:10-03:00,-3,2020-09-06 06:22:34-03:00,-3,2020-09-06 18:04:00-03:00,-3,2020-09-06 18:27:25-03:00,-3
2020-09-07 00:00:00-03:00,-3,2020-09-07 05:58:03-03:00,-3,2020-09-07 06:21:26-03:00,-3,2020-09-07 18:04:27-03:00,-3,2020-09-07 18:27:50-03:00,-3
2020-09-08 00:00:00-03:00,-3,2020-09-08 05:56:55-03:00,-3,2020-09-08 06:20:18-03:00,-3,2020-09-08 18:04:53-03:00,-3,2020-09-08 18:28:15-03:00,-3
2020-09-09 00:00:00-03:00,-3,2020-09-09 05:55:47-03:00,-3,2020-09-09 06:19:09-03:00,-3,2020-09-09 18:05:19-03:00,-3,2020-09-09 18:28:41-03:00,-3
2020-09-10 00:00:00-03:00,-3,2020-09-10 05:54:39-03:00,-3,2020-09-10 06:18:00-03:00,-3,2020-09-10 18:05:45-03:00,-3,2020-09-10 18:29:06-03:00,-3
2020-09-11 00:00:00-03:00,-3,2020-09-11 05:53:30-03:00,-3,2020-09-11 06:16:50-03:00,-3,2020-09-11 18:06:11-03:00,-3,2020-09-11 18:29:32-03:00,-3
2020-09-12 00:00:00-03:00,-3,2020-09-12 05:52:21-03:00,-3,2020-09-12 06:15:41-03:00,-3,2020-09-12 18:06:37-03:00,-3,2020-09-12 18:29:57-03:00,-3
2020-09-13 00:00:00-03:00,-3,2020-09-13 05:51:11-03:00,-3,2020-09-13 06:14:31-03:00,-3,2020-09-13 18:07:03-03:00,-3,2020-09-13 18:30:23-03:00,-3
2020-09-14 00:00:00-03:00,-3,2020-09-14 05:50:02-03:00,-3,2020-09-14 06:13:21-03:00,-3,2020-09-14 18:07:29-03:00,-3,2020-09-14 18:30:48-03:00,-3
2020-09-15 00:00:00-03:00,-3,2020-09-15 05:48:52-03:00,-3,2020-09-15 06:12:11-03:00,-3,2020-09-15 18:07:55-03:00,-3,2020-09-15 18:31:14-03:00,-3
2020-09-16 00:00:00-03:00,-3,2020-09-16 05:47:42-03:00,-3,2020-09-16 06:11:00-03:00,-3,2020-09-16 18:08:22-03:00,-3,2020-09-16 18:31:40-03:00,-3
2020-09-17 00:00:00-03:00,-3,2020-09-17 05:46:31-03:00,-3,2020-09-17 06:09:50-03:00,-3,2020-09-17 18:08:48-03:00,-3,2020-09-17 18:32:06-03:00,-3
2020-09-18 00:00:00-03:00,-3,2020-09-18 05:45:21-03:00,-3,2020-09-18 06:08:39-03:00,-3,2020-09-18 18:09:14-03:00,-3,2020-09-18 18:32:32-03:00,-3
2020-09-19 00:00:00-03:00,-3,2020-09-19 05:44:10-03:00,-3,2020-09-19 06:07:28-03:00,-3,2020-09-19 18:09:40-03:00,-3,2020-09-19 18:32:59-03:00,-3
2020-09-20 00:00:00-03:00,-3,2020-09-20 05:42:59-03:00,-3,2020-09-20 06:06:18-03:00,-3,2020-09-20 18:10:07-03:00,-3,2020-09-20 18:33:25-03:00,-3
2020-09-21 00:00:00-03:00,-3,2020-09-21 05:41:48-03:00,-3,2020-09-21 06:05:07-03:00,-3,2020-09-21 18:10:33-03:00,-3,2020-09-21 18:33:52-03:00,-3
2020-09-22 00:00:00-03:00,-3,2020-09-22 05:40:37-03:00,-3,2020-09-22 06:03:56-03:00,-3,2020-09-22 18:11:00-03:00,-3,2020-09-22 18:34:19-03:00,-3
2020-09-23 00:00:00-03:00,-3,2020-09-23 05:39:27-03:00,-3,2020-09-23 06:02:46-03:00,-3,2020-09-23 18:11:27-03:00,-3,2020-09-23 18:34:46-03:00,-3
2020-09-24 00:00:00-03:00,-3,2020-09-24 05:38:16-03:00,-3,2020-09-24 06:01:35-03:00,-3,2020-09-24 18:11:54-03:00,-3,2020-09-24 18:35:13-03:00,-3
2020-09-25 00:00:00-03:00,-3,2020-09-25 05:37:05-03:00,-3,2020-09-25 06:00:25-03:00,-3,2020-09-25 18:12:21-03:00,-3,2020-09-25 18:35:41-03:00,-3
